image,GT,PSNR,SSIM,MAE,LPIPS,NIQE
low00690.png,normal00690.png,24.26274008535512,0.8266928791999817,0.0501910038292408,0.388526052236557,6.154211710474717
low00691.png,normal00691.png,24.012920899079617,0.8150258660316467,0.050993312150239944,0.3889195919036865,6.021302454481493
low00692.png,normal00692.png,21.17991614804793,0.7480719089508057,0.07423219084739685,0.3997839391231537,5.16087844451087
low00693.png,normal00693.png,21.193063721025922,0.750190794467926,0.07419263571500778,0.39955586194992065,5.3121461889924735
low00694.png,normal00694.png,24.163969237080373,0.8026859164237976,0.04672210291028023,0.34719741344451904,5.537153249638865
low00695.png,normal00695.png,24.191163616808172,0.8030803799629211,0.046636711806058884,0.3481297791004181,5.762514415948658
low00696.png,normal00696.png,21.983048550247904,0.8141036033630371,0.06570809334516525,0.4022952914237976,5.639687093166695
low00697.png,normal00697.png,21.9366863418856,0.8130471110343933,0.0660395696759224,0.4004060626029968,5.495216240374233
low00698.png,normal00698.png,24.706474662871464,0.8606948256492615,0.039505284279584885,0.28429538011550903,6.212005918684098
low00699.png,normal00699.png,24.704395639533633,0.8534879088401794,0.03911446034908295,0.2883644998073578,6.6727270540958425
low00700.png,normal00700.png,23.822559291049558,0.8288525938987732,0.04696778580546379,0.23266994953155518,6.009392338747212
low00701.png,normal00701.png,23.902987994892058,0.8338080048561096,0.04664225876331329,0.23301637172698975,6.374849621854148
low00702.png,normal00702.png,20.220462693778,0.8085630536079407,0.08508554846048355,0.40816137194633484,5.814852875318842
low00703.png,normal00703.png,20.255489404758205,0.8089792728424072,0.0848521888256073,0.4007689952850342,5.819610150951902
low00704.png,normal00704.png,20.218137541466955,0.8081544041633606,0.08518356084823608,0.40446901321411133,5.5982661123001325
low00705.png,normal00705.png,23.961672267302937,0.8058549761772156,0.05240318551659584,0.40717101097106934,6.1882030746572525
low00706.png,normal00706.png,23.787021903886483,0.8062930107116699,0.05372874438762665,0.40591588616371155,6.0148321990438
low00707.png,normal00707.png,23.828735304371897,0.8057636618614197,0.05334760248661041,0.4058794677257538,5.84731183350441
low00708.png,normal00708.png,22.65840289495464,0.8192229270935059,0.054563362151384354,0.3581504225730896,5.72708134715014
low00709.png,normal00709.png,22.678296908056165,0.8208183646202087,0.05470477417111397,0.3555416464805603,5.7628786521671085
low00710.png,normal00710.png,21.146503813998393,0.8919842839241028,0.07200393825769424,0.28632256388664246,7.812502556489966
low00711.png,normal00711.png,21.155952099056176,0.8921206593513489,0.07186205685138702,0.28595414757728577,7.820053112613535
low00712.png,normal00712.png,16.0516436861136,0.8455946445465088,0.15168754756450653,0.28167104721069336,7.981203941369519
low00713.png,normal00713.png,16.05042105775332,0.8452195525169373,0.15169234573841095,0.2821676433086395,8.104546649689901
low00714.png,normal00714.png,19.919192204893207,0.6875198483467102,0.08359287679195404,0.47539275884628296,5.488572190618129
low00715.png,normal00715.png,19.903928158223852,0.6879518628120422,0.08383258432149887,0.4752902388572693,5.330454835442334
low00716.png,normal00716.png,26.893277989026544,0.8957793116569519,0.03260745108127594,0.26962682604789734,6.94052892742525
low00717.png,normal00717.png,27.23228136203916,0.8804140686988831,0.03038335032761097,0.285861074924469,6.868763818625225
low00718.png,normal00718.png,19.899646905990572,0.7272324562072754,0.0876363068819046,0.4759965240955353,5.66382668549786
low00719.png,normal00719.png,19.9032951460958,0.7277528643608093,0.08761954307556152,0.475423127412796,5.618489925924665
low00720.png,normal00720.png,15.221539956481099,0.7760300636291504,0.15949809551239014,0.3015013039112091,5.435975995607401
low00721.png,normal00721.png,15.2086663164687,0.7764570116996765,0.15985795855522156,0.30206263065338135,5.231787673246485
low00722.png,normal00722.png,16.31755724017269,0.7191769480705261,0.14067260921001434,0.5149210095405579,4.948830679322812
low00723.png,normal00723.png,16.30515883761564,0.7187680602073669,0.14089103043079376,0.5183937549591064,4.903080610174212
low00724.png,normal00724.png,13.91475004271262,0.5959687232971191,0.1883281022310257,0.7121116518974304,5.1859818740939865
low00725.png,normal00725.png,13.908653466417235,0.6046786904335022,0.18884746730327606,0.7121987342834473,5.517636097592368
low00726.png,normal00726.png,17.710568189335984,0.6070130467414856,0.10860700160264969,0.8004909157752991,6.082471461313574
