image,GT,PSNR,SSIM,MAE,LPIPS,NIQE
low00727.png,normal00727.png,17.662889737293447,0.6075684428215027,0.10935436934232712,0.8024386167526245,6.02799991960955
low00728.png,normal00728.png,17.616296270304577,0.5939577221870422,0.10988727957010269,0.7962924838066101,5.919069017302814
low00729.png,normal00729.png,20.154216753022958,0.8310341835021973,0.09208902716636658,0.3646431267261505,6.176413397121827
low00730.png,normal00730.png,20.122874200350452,0.830833911895752,0.09242015331983566,0.3644615113735199,6.301246716719299
low00731.png,normal00731.png,17.834312247192038,0.7783448100090027,0.11520456522703171,0.3559688925743103,4.867203680736351
low00732.png,normal00732.png,17.85129251543457,0.7779822945594788,0.11506146937608719,0.3564618229866028,4.907843581121922
low00733.png,normal00733.png,21.98697134567965,0.8388881683349609,0.06904755532741547,0.3264696002006531,4.990740342917829
low00734.png,normal00734.png,21.94194670543121,0.8387858271598816,0.06943162530660629,0.32593879103660583,5.112738329077308
low00735.png,normal00735.png,21.702561530353396,0.7486817836761475,0.06770894676446915,0.4604629874229431,5.189945620865788
low00736.png,normal00736.png,21.68010195874595,0.7517297863960266,0.0680551826953888,0.46275001764297485,5.088264751741343
low00737.png,normal00737.png,20.713566267564744,0.7716566920280457,0.08166221529245377,0.4256288409233093,5.078028243515893
low00738.png,normal00738.png,20.771172599744588,0.7762200832366943,0.0811791867017746,0.4214811623096466,5.036880092227098
low00739.png,normal00739.png,19.521600567863988,0.7849597930908203,0.08940587192773819,0.48253971338272095,5.191532105899316
low00740.png,normal00740.png,19.51818119674236,0.7825421690940857,0.08966896682977676,0.49036189913749695,5.181736154239016
low00741.png,normal00741.png,20.79448635216021,0.7915430068969727,0.07349219918251038,0.3621821403503418,5.9809038277282065
low00742.png,normal00742.png,24.31540620886146,0.7988640666007996,0.04690806195139885,0.37526941299438477,5.844491772302248
low00743.png,normal00743.png,19.913666875928232,0.8018140196800232,0.08007611334323883,0.4557841420173645,4.882693929720097
low00744.png,normal00744.png,19.727506872585586,0.7892596125602722,0.08447646349668503,0.4557865262031555,4.951211358280571
low00745.png,normal00745.png,19.136431711390635,0.6911496520042419,0.08020772784948349,0.5628359317779541,4.909863609235679
low00746.png,normal00746.png,19.126067110639433,0.6888182759284973,0.08035954087972641,0.5628413558006287,4.786963864583514
low00747.png,normal00747.png,21.472711004167447,0.825032651424408,0.06096832826733589,0.38787081837654114,5.2952842767543995
low00748.png,normal00748.png,21.475084396255614,0.829784095287323,0.06044847145676613,0.3883102536201477,5.0914488488050935
low00749.png,normal00749.png,22.96200728096754,0.8375819325447083,0.052377864718437195,0.38207927346229553,6.200576850514839
low00750.png,normal00750.png,22.821428102286635,0.8270533680915833,0.05437672138214111,0.38549989461898804,6.113107494715348
low00751.png,normal00751.png,18.865654710900177,0.8209531307220459,0.09551870822906494,0.4052056670188904,6.050762797816234
low00752.png,normal00752.png,19.077794215717297,0.8238310813903809,0.09412410110235214,0.40493351221084595,6.0823556991782946
low00753.png,normal00753.png,16.262720548164594,0.7500743865966797,0.131111279129982,0.4342850148677826,5.751468433949803
low00754.png,normal00754.png,16.263873044436128,0.7509470582008362,0.1311560720205307,0.4393097162246704,5.711829266172311
low00755.png,normal00755.png,17.259342644744006,0.7506482005119324,0.11555100977420807,0.432259202003479,5.485988778152986
low00756.png,normal00756.png,17.298809248370695,0.7480989098548889,0.11506284773349762,0.4299387037754059,5.814001353343697
low00757.png,normal00757.png,22.36748832914225,0.8033358454704285,0.06051306799054146,0.4042639434337616,5.530318242403507
low00758.png,normal00758.png,22.46487417309341,0.8067130446434021,0.060216665267944336,0.3971976339817047,5.643766300435161
low00759.png,normal00759.png,17.385048421445262,0.7247654795646667,0.12354020029306412,0.3600458800792694,6.275641195736548
low00760.png,normal00760.png,17.44329006036915,0.7356192469596863,0.12310954928398132,0.3520832359790802,6.226404114764967
low00761.png,normal00761.png,18.90497628841156,0.8508030772209167,0.09386111050844193,0.2613813579082489,6.160846174381344
low00762.png,normal00762.png,19.091565490050304,0.8530709743499756,0.09034978598356247,0.2638919949531555,6.17825575605679
low00763.png,normal00763.png,14.291973947044866,0.7061603665351868,0.17408886551856995,0.46967801451683044,6.242955013721397
low00764.png,normal00764.png,14.379774189895516,0.7109301686286926,0.17246155440807343,0.46321040391921997,6.774857127622936
low00765.png,normal00765.png,19.64026115968541,0.629606306552887,0.08219291269779205,0.5332162380218506,6.104519996979076
low00766.png,normal00766.png,19.70476732451943,0.6337981224060059,0.08164824545383453,0.5322928428649902,6.011285593181639
low00767.png,normal00767.png,19.409336998943843,0.7721845507621765,0.0819631963968277,0.3314722776412964,6.41067908565169
low00768.png,normal00768.png,19.6753219021306,0.7730851173400879,0.08142462372779846,0.32983294129371643,6.619879890592414
low00769.png,normal00769.png,15.951749965878832,0.7552497982978821,0.13500778377056122,0.4934525787830353,6.808889796994496
low00770.png,normal00770.png,15.923751354045933,0.7537915110588074,0.13565771281719208,0.4993623197078705,6.867930198838049
low00771.png,normal00771.png,16.458721276312602,0.6043739914894104,0.125125452876091,0.4584023952484131,7.047331886637163
low00772.png,normal00772.png,16.515195563679583,0.6263303756713867,0.12491670995950699,0.4596654176712036,7.757841183014398
low00773.png,normal00773.png,23.038894806327153,0.8611957430839539,0.05689365789294243,0.3381851613521576,6.357279068159131
low00774.png,normal00774.png,22.776391118327712,0.8568546175956726,0.05944506451487541,0.34588104486465454,6.952538065080828
low00775.png,normal00775.png,21.197140711201552,0.6834293007850647,0.06797213852405548,0.47677451372146606,4.293455826415876
low00776.png,normal00776.png,21.067153835341053,0.6837003827095032,0.06909526139497757,0.47696956992149353,4.362698543058564
low00777.png,normal00777.png,21.558444490239026,0.6640252470970154,0.06555607914924622,0.5076108574867249,4.506467309164885
low00778.png,normal00778.png,21.487449825106253,0.667280375957489,0.06457596272230148,0.5123732686042786,4.502175311363147
low00779.png,normal00779.png,14.888830296295112,0.7133767008781433,0.1613350212574005,0.4507451355457306,6.496641472775051
low00780.png,normal00780.png,14.897326051149326,0.7134959101676941,0.16106106340885162,0.4489786922931671,6.684577315510733
low00781.png,normal00781.png,21.373473978120757,0.6576687097549438,0.066337950527668,0.5229859948158264,6.296797108439138
low00782.png,normal00782.png,21.40831137118459,0.6621198654174805,0.06617484986782074,0.5192621946334839,6.28889716063758
low00783.png,normal00783.png,21.395284756283974,0.6621504426002502,0.06628528982400894,0.5195578336715698,6.200489384542245
low00784.png,normal00784.png,22.01591107438872,0.6422485113143921,0.058417435735464096,0.5410528182983398,5.777408535924585
low00785.png,normal00785.png,22.008721499933465,0.6389349102973938,0.05831722170114517,0.5407835245132446,5.936006911867045
low00786.png,normal00786.png,22.043715713016926,0.6431381702423096,0.05817931145429611,0.5416677594184875,5.658055480463577
low00787.png,normal00787.png,22.006692883337667,0.7302584052085876,0.06285391002893448,0.4487646818161011,5.243192997368181
low00788.png,normal00788.png,22.30030146758434,0.73117595911026,0.06000811606645584,0.4504086375236511,4.826600886515017
low00789.png,normal00789.png,22.25712915666113,0.7298538088798523,0.06049185246229172,0.44834059476852417,5.081167890330345
Average,-,20.175914252812944,0.7603241205215454,0.08725904190912842,0.4271468675136566,5.842082729500862
