image,relative_path,width,height,MUSIQ,LIQE,Q-Align
r00816405t.png,r00816405t.png,384.0,384.0,67.05753326416016,4.1158976554870605,3.369140625
r00869422t.png,r00869422t.png,384.0,384.0,67.50267028808594,3.6563777923583984,3.50390625
r00879054t.png,r00879054t.png,384.0,384.0,65.09259033203125,3.5633432865142822,3.1640625
r01058910t.png,r01058910t.png,384.0,384.0,64.65325164794922,3.5461819171905518,2.955078125
r01170470t.png,r01170470t.png,384.0,384.0,70.95872497558594,4.718626022338867,3.9375
r01474187t.png,r01474187t.png,384.0,384.0,64.47557067871094,3.964158058166504,3.041015625
r0150031ft.png,r0150031ft.png,384.0,384.0,73.63971710205078,3.674741506576538,3.525390625
r01559391t.png,r01559391t.png,384.0,384.0,63.30107879638672,3.341093063354492,3.171875
r02189767t.png,r02189767t.png,384.0,384.0,71.47127532958984,3.500537872314453,3.765625
r02354285t.png,r02354285t.png,384.0,384.0,67.05013275146484,3.7660489082336426,2.939453125
r02508493t.png,r02508493t.png,384.0,384.0,65.42728424072266,3.8439812660217285,3.208984375
r0287344at.png,r0287344at.png,384.0,384.0,61.61407470703125,3.695378065109253,3.177734375
r02897203t.png,r02897203t.png,384.0,384.0,70.91399383544922,4.136488914489746,3.01953125
r03193652t.png,r03193652t.png,384.0,384.0,62.367008209228516,4.713658332824707,3.85546875
r0341853dt.png,r0341853dt.png,384.0,384.0,65.941650390625,4.046090602874756,3.330078125
r0372042dt.png,r0372042dt.png,384.0,384.0,62.76835250854492,2.616361141204834,2.740234375
r04317453t.png,r04317453t.png,384.0,384.0,69.94501495361328,4.946613311767578,3.88671875
r0465565ct.png,r0465565ct.png,384.0,384.0,71.77642822265625,4.9919633865356445,3.775390625
r05243256t.png,r05243256t.png,384.0,384.0,68.5067138671875,4.948953628540039,3.8515625
r05772356t.png,r05772356t.png,384.0,384.0,61.707489013671875,2.8966052532196045,3.169921875
r05839451t.png,r05839451t.png,384.0,384.0,69.05087280273438,3.3069770336151123,3.75390625
r0589558at.png,r0589558at.png,384.0,384.0,71.12628936767578,4.923930644989014,3.27734375
r0603031et.png,r0603031et.png,384.0,384.0,56.34461975097656,2.4653775691986084,2.173828125
r068812d7t.png,r068812d7t.png,384.0,384.0,65.8361587524414,4.2834978103637695,3.953125
r0703243bt.png,r0703243bt.png,384.0,384.0,64.09977722167969,4.880682945251465,3.21484375
r0708431at.png,r0708431at.png,384.0,384.0,73.17559814453125,4.980717658996582,3.431640625
r072421a1t.png,r072421a1t.png,384.0,384.0,72.65641784667969,4.017602920532227,3.81640625
r072649fdt.png,r072649fdt.png,384.0,384.0,67.58118438720703,3.4917550086975098,3.365234375
r07598392t.png,r07598392t.png,384.0,384.0,68.79320526123047,3.750530242919922,3.46484375
r0773471dt.png,r0773471dt.png,384.0,384.0,70.61966705322266,4.916324138641357,3.474609375
r077507cat.png,r077507cat.png,384.0,384.0,67.59320831298828,4.71886682510376,3.37890625
r08079988t.png,r08079988t.png,384.0,384.0,62.47054672241211,3.2100870609283447,3.11328125
r0809811bt.png,r0809811bt.png,384.0,384.0,64.7311019897461,3.332683563232422,3.14453125
r082626aft.png,r082626aft.png,384.0,384.0,74.83283233642578,4.206455230712891,3.16015625
r084889d5t.png,r084889d5t.png,384.0,384.0,65.79456329345703,3.9659218788146973,3.46484375
r08788547t.png,r08788547t.png,384.0,384.0,64.78412628173828,4.459801197052002,3.728515625
r08873591t.png,r08873591t.png,384.0,384.0,63.86888122558594,3.856130838394165,2.90234375
r08996953t.png,r08996953t.png,384.0,384.0,70.41426849365234,4.288400650024414,3.9296875
r0905697bt.png,r0905697bt.png,384.0,384.0,50.95845031738281,2.549042224884033,2.3671875
r09245347t.png,r09245347t.png,384.0,384.0,58.94987487792969,3.883925199508667,2.828125
r09445479t.png,r09445479t.png,384.0,384.0,60.29095458984375,4.9190592765808105,3.25390625
r09670876t.png,r09670876t.png,384.0,384.0,68.56998443603516,4.867890357971191,3.5390625
r096982ddt.png,r096982ddt.png,384.0,384.0,71.13495635986328,3.806652545928955,3.912109375
r097088c1t.png,r097088c1t.png,384.0,384.0,67.58975982666016,4.662302017211914,3.154296875
r097555c4t.png,r097555c4t.png,384.0,384.0,73.77017974853516,4.2873735427856445,3.87109375
r104153eat.png,r104153eat.png,384.0,384.0,61.336605072021484,2.9557981491088867,3.142578125
r107730b5t.png,r107730b5t.png,384.0,384.0,63.14293670654297,3.7998008728027344,2.958984375
r108301e3t.png,r108301e3t.png,384.0,384.0,67.48937225341797,3.6903133392333984,3.46875
r10893508t.png,r10893508t.png,384.0,384.0,67.3858871459961,3.092071056365967,2.7421875
r10940798t.png,r10940798t.png,384.0,384.0,67.75379180908203,3.6252429485321045,3.236328125
r113402d4t.png,r113402d4t.png,384.0,384.0,68.92841339111328,3.943459987640381,3.734375
r1148801et.png,r1148801et.png,384.0,384.0,67.03260040283203,3.3366401195526123,2.91015625
r116825e2t.png,r116825e2t.png,384.0,384.0,74.27941131591797,3.158125400543213,3.21484375
r11850456t.png,r11850456t.png,384.0,384.0,73.59757232666016,4.125300884246826,3.64453125
r12133015t.png,r12133015t.png,384.0,384.0,70.38227081298828,4.496308326721191,3.40234375
r125034a9t.png,r125034a9t.png,384.0,384.0,64.19602966308594,3.4428534507751465,3.021484375
r125442fat.png,r125442fat.png,384.0,384.0,68.45337677001953,4.966251373291016,3.951171875
r127608abt.png,r127608abt.png,384.0,384.0,63.511146545410156,3.3365440368652344,3.181640625
r12946364t.png,r12946364t.png,384.0,384.0,70.40221405029297,3.661395788192749,3.07421875
r1301676dt.png,r1301676dt.png,384.0,384.0,70.18372344970703,4.966371059417725,3.9921875
r13073518t.png,r13073518t.png,384.0,384.0,69.84345245361328,4.332729339599609,4.12890625
r1372056ct.png,r1372056ct.png,384.0,384.0,63.94402313232422,3.9798641204833984,3.71875
r13837601t.png,r13837601t.png,384.0,384.0,69.04023742675781,2.8001880645751953,3.560546875
r13907965t.png,r13907965t.png,384.0,384.0,69.26703643798828,4.315700531005859,3.458984375
r13928401t.png,r13928401t.png,384.0,384.0,73.21051788330078,4.625919342041016,3.48046875
r141665bdt.png,r141665bdt.png,384.0,384.0,72.21780395507812,3.4187135696411133,3.328125
r141669e5t.png,r141669e5t.png,384.0,384.0,57.00068664550781,1.133347511291504,1.966796875
r1419078bt.png,r1419078bt.png,384.0,384.0,68.7951431274414,4.737555980682373,3.798828125
r142335f0t.png,r142335f0t.png,384.0,384.0,63.06120300292969,3.5489342212677,3.150390625
r142787e2t.png,r142787e2t.png,384.0,384.0,71.39246368408203,4.729081630706787,3.509765625
r14289905t.png,r14289905t.png,384.0,384.0,64.20760345458984,4.179601669311523,3.171875
r145215fft.png,r145215fft.png,384.0,384.0,67.70468139648438,3.7139930725097656,3.5859375
r145221d9t.png,r145221d9t.png,384.0,384.0,69.41011810302734,4.598104476928711,3.78125
r146771d7t.png,r146771d7t.png,384.0,384.0,59.84507751464844,2.5579192638397217,3.08984375
r150058a4t.png,r150058a4t.png,384.0,384.0,71.25476837158203,4.564798355102539,3.8046875
r15885978t.png,r15885978t.png,384.0,384.0,63.08441925048828,2.9806833267211914,2.962890625
r15919202t.png,r15919202t.png,384.0,384.0,65.32278442382812,4.125817775726318,3.62890625
r1602555bt.png,r1602555bt.png,384.0,384.0,72.47665405273438,3.8123080730438232,3.873046875
r163317d6t.png,r163317d6t.png,384.0,384.0,73.30340576171875,3.0048627853393555,3.689453125
r163967d4t.png,r163967d4t.png,384.0,384.0,69.86592102050781,3.6670587062835693,3.71875
r16422663t.png,r16422663t.png,384.0,384.0,72.4346923828125,3.640573024749756,3.64453125
r16509308t.png,r16509308t.png,384.0,384.0,59.19190216064453,3.6703617572784424,3.56640625
r165355c0t.png,r165355c0t.png,384.0,384.0,73.18329620361328,3.466020107269287,3.8125
r16654024t.png,r16654024t.png,384.0,384.0,69.70232391357422,4.989990711212158,3.525390625
r1683028at.png,r1683028at.png,384.0,384.0,57.05200958251953,2.3123724460601807,2.8359375
r1694427et.png,r1694427et.png,384.0,384.0,60.05961990356445,2.917567729949951,3.0390625
r170632f5t.png,r170632f5t.png,384.0,384.0,69.0821304321289,4.952764987945557,3.287109375
r17217693t.png,r17217693t.png,384.0,384.0,69.79022216796875,4.848352432250977,3.79296875
r181768b7t.png,r181768b7t.png,384.0,384.0,68.46700286865234,4.83456563949585,3.822265625
r1824034et.png,r1824034et.png,384.0,384.0,73.61638641357422,3.6104018688201904,3.853515625
r185929e9t.png,r185929e9t.png,384.0,384.0,60.427154541015625,2.8983123302459717,2.400390625
r18791531t.png,r18791531t.png,384.0,384.0,66.84175109863281,3.8428478240966797,3.041015625
r18798194t.png,r18798194t.png,384.0,384.0,69.85681915283203,3.4355547428131104,3.041015625
r1889220ft.png,r1889220ft.png,384.0,384.0,56.19371032714844,2.5121347904205322,2.921875
r18990432t.png,r18990432t.png,384.0,384.0,65.5262680053711,4.449677467346191,3.947265625
r1904147dt.png,r1904147dt.png,384.0,384.0,75.59516906738281,3.9851255416870117,3.55078125
r191488c6t.png,r191488c6t.png,384.0,384.0,65.78404998779297,3.4693195819854736,3.037109375
