Loss_Variant,Epoch,Train_Loss,Val_Loss,Val_PSNR,Val_SSIM,Time,recon,ssim,edge,wav,base,illum,col,oe,total
woG4,1,0.2141346240141352,0.2195275649428367,16.9405517578125,0.7060880422592163,91.9168620109558,0.1230124912117836,0.2947858557349346,0.0156428022615489,0.1178334344361649,0.1793232907647969,0.0103847255327235,0.0,0.0,0.2141346240141352
woG4,2,0.1757313732485302,,,,91.75018167495728,0.1035127103572986,0.2399315013260138,0.013561146173504,0.1013918633221602,0.1321385923589839,0.0126476464869423,0.0,0.0,0.1757313732485302
woG4,3,0.1651488513243003,,,,91.68992567062378,0.0996993446081388,0.2273092973427694,0.0129335833194314,0.0982123954435352,0.1089681592449301,0.0131976091012847,0.0,0.0,0.1651488513243003
woG4,4,0.1616130240383695,,,,91.69096183776855,0.0982316689352031,0.2246334845902489,0.0126899165086081,0.0966615108315084,0.1014740320808086,0.0128013511440243,0.0,0.0,0.1616130240383695
woG4,5,0.1580258008764415,0.1618850920349359,19.463080851236978,0.7664979298909506,91.1656641960144,0.0968028836440844,0.2167132335608123,0.0123829727488585,0.0953104462108162,0.0975850882833121,0.0119366109157439,0.0,0.0,0.1580258008764415
woG4,6,0.1525728665292263,,,,91.12386775016785,0.0932853149524966,0.2106564005867379,0.0121128146658788,0.0922572743452963,0.0939062086590489,0.0115203412639007,0.0,0.0,0.1525728665292263
woG4,7,0.1479434695278035,,,,91.12804055213928,0.0906592819412223,0.2024569970662476,0.0117485769031966,0.0899360455939027,0.0912693593895337,0.0109931590707331,0.0,0.0,0.1479434695278035
woG4,8,0.1469878837099817,,,,91.35719442367554,0.0905623434447362,0.1974705545628657,0.0114923625169169,0.0897377738271091,0.0909195853794207,0.0108424913840459,0.0,0.0,0.1469878837099817
woG4,9,0.1434040753567805,,,,91.14981985092165,0.0884376629026698,0.1921336416338311,0.0113761976597922,0.0878730863943451,0.0885001821290762,0.0105958962240485,0.0,0.0,0.1434040753567805
woG4,10,0.1431919185475247,0.1590005625039339,19.662077077229817,0.7752017974853516,91.0915389060974,0.0883796237042692,0.1911791108670782,0.0112015611347055,0.0876518511442376,0.0889495351031178,0.009666176600626,0.0,0.0,0.1431919185475247
woG4,11,0.1388954787713582,,,,91.93512725830078,0.0856484093504851,0.1851888035164504,0.0110282309841914,0.0853748604594195,0.0864967231745602,0.0098500431812994,0.0,0.0,0.1388954787713582
woG4,12,0.1390371714703372,,,,91.17184042930604,0.0860757291561267,0.1836216625620107,0.0109511432123416,0.0857234694918648,0.0862580760092031,0.0095142698083378,0.0,0.0,0.1390371714703372
woG4,13,0.1366357190198585,,,,91.4821755886078,0.0846898788738934,0.1792986290376694,0.0107698687275902,0.0844565057119385,0.0850390423333547,0.0093527798212637,0.0,0.0,0.1366357190198585
woG4,14,0.1377704982019838,,,,91.5251612663269,0.0856163270893644,0.1791291818267009,0.0107075362580782,0.0851981084427384,0.0859895058464808,0.0091958373830821,0.0,0.0,0.1377704982019838
woG4,15,0.1335094636458842,0.1498781740665435,20.17280527750651,0.7890322049458821,90.9037539958954,0.0827068072423094,0.1752468567402636,0.0106368576229901,0.0826832532088776,0.0833748120692421,0.008677021894207,0.0,0.0,0.1335094636458842
woG4,16,0.1322759492475478,,,,91.50054168701172,0.0819360006173126,0.1736190802738314,0.0105655997625139,0.0819868623721795,0.0827346174199073,0.0082866578233107,0.0,0.0,0.1322759492475478
woG4,17,0.1314488254853936,,,,91.70198559761047,0.0814031732009082,0.1727518048442778,0.0105420773406131,0.0814685076169791,0.0819828869988683,0.0086464834529295,0.0,0.0,0.1314488254853936
woG4,18,0.1276121583507686,,,,91.67168283462524,0.0788621492989239,0.1684060213995761,0.0103950821527386,0.0794786509492846,0.079783718513905,0.0081789232065259,0.0,0.0,0.1276121583507686
woG4,19,0.1282077194115177,,,,91.73878812789916,0.0793303685171193,0.1691779758109421,0.0104046429194448,0.0795239524030294,0.0798388053586737,0.0081343140766085,0.0,0.0,0.1282077194115177
woG4,20,0.1256707256323978,0.1750344112515449,18.86910196940104,0.783091417948405,91.9356243610382,0.0775352312771023,0.166880149821766,0.0103322451659401,0.0782020458432494,0.0784516723551711,0.0080045221953607,0.0,0.0,0.1256707256323978
woG4,21,0.1239860078594723,,,,91.14452123641968,0.0764698678108512,0.1647946697766663,0.0102057105892139,0.077313465875436,0.0772236245455312,0.0082106425190252,0.0,0.0,0.1239860078594723
woG4,22,0.1224454686534209,,,,91.19058227539062,0.0752095556588935,0.1651385763629538,0.0102115775092092,0.0763465847636832,0.0761072427095448,0.0078171463416064,0.0,0.0,0.1224454686534209
woG4,23,0.124308992177248,,,,91.16227650642396,0.076636507862904,0.166289779983583,0.0103015406477097,0.0772208815104648,0.0771126429870969,0.0076717526430538,0.0,0.0,0.124308992177248
woG4,24,0.1177649135838766,,,,91.12157368659972,0.0720583006251053,0.1607435985666806,0.0101295040966179,0.0735295092778616,0.0729299246593088,0.0077531388311906,0.0,0.0,0.1177649135838766
woG4,25,0.115372077119155,0.138996148481965,20.58417180379232,0.7997538725535075,91.19888210296632,0.0703417114974534,0.1593237240783503,0.0100558221866911,0.0721031503110635,0.0712097640164562,0.007735128720581,0.0,0.0,0.115372077119155
woG4,26,0.1162630783119162,,,,91.63719749450684,0.071197909318277,0.1582916344775528,0.0099759092859801,0.0727330298147729,0.0719091877585551,0.0077768447999766,0.0,0.0,0.1162630783119162
woG4,27,0.1169391695226802,,,,91.68424487113953,0.071868072828797,0.1577520780876034,0.0099852340883712,0.0733182984480603,0.0723039970473676,0.007284487498405,0.0,0.0,0.1169391695226802
woG4,28,0.1168924821082685,,,,91.63954782485962,0.0716603686269678,0.1590414486947607,0.0099704499303012,0.0731159367400114,0.0723571358706618,0.0069583779330685,0.0,0.0,0.1168924821082685
