image,GT,PSNR,SSIM,MAE,LPIPS,NIQE
1.png,1.png,23.47981142883217,0.861326277256012,0.05238666012883186,0.1401132345199585,4.445068440288833
111.png,111.png,26.724074953410323,0.9076067805290222,0.0348232202231884,0.11065878719091415,4.468778824924451
146.png,146.png,21.575767984359654,0.8508186340332031,0.07343453168869019,0.1480482816696167,4.701254850613142
179.png,179.png,17.110135827044626,0.720744788646698,0.11569543927907944,0.2895064353942871,3.195645625470535
22.png,22.png,26.68731956553794,0.8542630672454834,0.03240660950541496,0.1852087676525116,4.319232733493794
23.png,23.png,22.684065546633704,0.8106659054756165,0.06441870331764221,0.2449530065059662,3.54523276820056
493.png,493.png,15.492844019091354,0.5795767903327942,0.14755021035671234,0.20038653910160065,3.013579497945871
547.png,547.png,16.78472676954781,0.8153360486030579,0.13951919972896576,0.18185073137283325,3.860667532156136
55.png,55.png,21.466430100726047,0.8395135998725891,0.07348541915416718,0.20420005917549133,3.6970892971577127
665.png,665.png,25.89492474577383,0.7748196721076965,0.039985500276088715,0.24631933867931366,2.922438177326821
669.png,669.png,25.344392180810367,0.8483706116676331,0.037067532539367676,0.17387469112873077,4.414457308903429
748.png,748.png,24.935599097960104,0.8625481128692627,0.044360700994729996,0.16606950759887695,3.9482380564435773
778.png,778.png,21.688919923531973,0.7176197171211243,0.06728601455688477,0.2346862256526947,3.213893990237609
780.png,780.png,25.11667434946964,0.7658484578132629,0.04451169818639755,0.1472110152244568,4.309493319117014
79.png,79.png,25.212503787557957,0.8884916305541992,0.04309767484664917,0.1238386332988739,5.075431505539604
Average,-,22.679879352019167,0.8065032958984375,0.06733527034521103,0.1864616836110751,3.942033461854606
